Year_Month,aal,aapl,abbv,baba,bac,csco,dal,dis,fb,ge,intc,jnj,ko,msft,nvda,orcl,pfe,pg,pypl,t,tsla,tsm,v,aal_vol,aapl_vol,abbv_vol,baba_vol,bac_vol,csco_vol,dal_vol,dis_vol,fb_vol,ge_vol,intc_vol,jnj_vol,ko_vol,msft_vol,nvda_vol,orcl_vol,pfe_vol,pg_vol,pypl_vol,t_vol,tsla_vol,tsm_vol,v_vol
2001-02,,-0.15606948289720457,,,-0.036999942667854335,-0.3672787336894834,,0.016420458102592184,,0.011309269076166473,-0.2276074092203917,0.052138445331853855,-0.08568936928835869,-0.03377684652470392,-0.1343823557520859,-0.34763947255147387,-0.0008815107600970151,-0.018652088262075983,,-0.013443377181578842,,-0.21996677375637375,,,0.0489507375890467,,,0.028928716341184747,0.07382135875149048,,0.037958222363754006,,0.035493606186810564,0.03754482051792326,0.018313532614889234,0.01607718739894306,0.037209713647541456,0.10053448884657687,0.06122973408704838,0.023507229545573445,0.025515424986300446,,0.022041492826289432,,0.04329302259581104,
2001-03,,0.20931489424296967,,,0.0798821913585559,-0.3324539037785903,,-0.07592904947369783,,-0.09641171409280058,-0.07877455554128043,-0.10130531463116654,-0.14224286483327953,-0.07309330124783775,0.4527973335059763,-0.23000026397434636,-0.09000016852039083,-0.11205702058829292,,-0.06436045885846264,,0.03558119748791033,,,0.033678115848208866,,,0.02099401396880331,0.05233396687821901,,0.02478864917844192,,0.02226831328655757,0.03532425066931897,0.011941452556233797,0.020173809724898687,0.02489140593056275,0.06823552030027931,0.056506201976203305,0.014054044142165609,0.0160881388222514,,0.024903852478692493,,0.0331454729682303,
2001-04,,0.1549619865710592,,,0.022830553766414408,0.07383385606394866,,0.05769255647986715,,0.1593407426102218,0.17472662527031102,0.10300697096620537,0.02280785569360333,0.2388576260843258,0.2830802634219436,0.10457965764630117,0.05738712974350246,-0.02889247253476579,,-0.07037257888805615,,0.2430769425267567,,,0.042979396913216866,,,0.029446819393306217,0.06130605321801737,,0.02680321517376056,,0.0346917761095049,0.052332392478944195,0.019004318814572856,0.020653186462607012,0.037598317739760405,0.06273885382273221,0.0779339650230563,0.0234906562732889,0.02048768802053583,,0.03239715955464772,,0.04744769119866931,
2001-05,,-0.21734031922327735,,,0.07829940739633368,0.13427623779584752,,0.04528925724266997,,0.009684790743053728,-0.1256249475125345,0.012108999191193792,0.026195471895885447,0.02110660855222357,0.027731158215168694,-0.05321760252994967,-0.006926743476946551,0.0697754060017457,,0.043636494137513804,,-0.1806927997985096,,,0.053486298076991,,,0.025668899792470185,0.06484651483065443,,0.03216245547482286,,0.02943928589275919,0.07252481257542553,0.01138785961828957,0.015251933512302723,0.032803074443681184,0.061006052607110374,0.06639468950043752,0.023626604813647145,0.01650061699448851,,0.020686662791707958,,0.06668045590316293,
2001-06,,0.16541382498668677,,,0.013164380235734185,-0.05503638595077609,,-0.08633792685042752,,0.0,0.08293204862871706,0.030634611075523788,-0.04312945711108562,0.055218410116448124,0.08340154535755007,0.24183017343539004,-0.06621565389547646,-0.006849152571764772,,-0.06945432046209721,,0.07079542547271322,,,0.029516414144751646,,,0.01620170768369787,0.05648773878486396,,0.02110236320393609,,0.016039582255963285,0.027284361669304775,0.009200780621468348,0.015896386165958,0.01642420518377748,0.03708005350989146,0.04329416014704453,0.01657853748010129,0.020033677696724005,,0.01771591499919632,,0.023774154861883123,
2001-07,,-0.19182822959372903,,,0.059803864603750645,0.056043427346867736,,-0.08791965696675175,,-0.10925133585388358,0.019145102635245603,0.08286674039783493,-0.008888701635248464,-0.0932874871146544,-0.12776275054618913,-0.0484211297214322,0.02921358245883776,0.12539739467206723,,0.13108263186983393,,0.07307423476563502,,,0.03288736746565639,,,0.012220641343641267,0.0455315971885793,,0.0159889216364382,,0.017155441047853884,0.02853651343318748,0.01647582991188631,0.011624821573043467,0.015761029046010386,0.03213355342330546,0.0400355515071284,0.018664272401387308,0.011366213616460202,,0.013211077375891944,,0.03368589685032535,
2001-08,,-0.01277282738952712,,,-0.033323572176724214,-0.15036403448180313,,-0.03491454741191924,,-0.05976939086401889,-0.06147516393696373,-0.02248789755853786,0.09125608019292075,-0.13808739159481787,0.04709503119065439,-0.3246681384360046,-0.06810108092584721,0.04407181376736746,,-0.09149408323095576,,-0.20368067798952816,,,0.0519182820162988,,,0.016816659808699643,0.03961131134471511,,0.018363427806939468,,0.020811539900166928,0.029043085378402767,0.013607661980899384,0.014484581305034829,0.026937465628929184,0.04865480082753188,0.039483474077103176,0.023957999333237532,0.010663745309970331,,0.021631094377775634,,0.037612259941936795,
2001-10,,-0.05336922918829423,,,-0.023140315035376613,0.036129696752515095,,-0.2689735937914176,,-0.10558793976135616,-0.126609168837582,0.09865330154994645,-0.005506753045135482,0.0192811766324108,0.01192334503525827,0.11056544616810737,0.09370943894788475,0.005786506702559757,,-0.06319108204976842,,-0.005393196827244928,,,0.02182108180247011,,,0.01262183409648499,0.0377424647763968,,0.015514261882053607,,0.017294716180828725,0.029691421177651795,0.013347821657252975,0.012454525100030606,0.022112402867430873,0.030007189220221286,0.039109214229529,0.011412319340610877,0.01201183370569458,,0.014387318011145619,,0.036626313857688324,
2001-11,,0.21298437422495575,,,0.04051489393035257,0.20803774764471616,,0.10112944911132438,,0.05740164547613946,0.3384461638117129,0.00889735781782397,-0.011801496015640178,0.10421342410661749,0.27484807269139333,0.03466060529139603,0.036328623173826236,0.04987833414081311,,-0.019155236340970605,,0.23392719490720193,,,0.034133548461403526,,,0.024979915382713,0.058590589522917666,,0.02617591810353612,,0.01804664396377935,0.03646310138602951,0.00992489164446969,0.01708194915458762,0.02607144617161736,0.0695724741036198,0.03557615399112031,0.014276854787694611,0.015437166138960777,,0.021400342904743432,,0.048742211022974116,
2001-12,,0.028168993651304097,,,0.04570797355231182,-0.11399194897199172,,0.023102761782032744,,0.045867155401336124,-0.0370488188556618,0.01459239182448857,0.004046236439326334,0.03177051415415022,0.2243781238986824,-0.01568069264743066,-0.07988916704069349,0.021559440868562874,,0.04788633096494177,,0.0778408163583788,,,0.030150458157336347,,,0.01624646924441974,0.026675950412606536,,0.020776402395624657,,0.020632810715246894,0.02447387916693621,0.009248063648445682,0.008946300167745268,0.0219243876762528,0.036199774963504114,0.024911818130489146,0.00791246546798555,0.010892937103413432,,0.01542846678749024,,0.03480488717013918,
